"first_name","last_name","email","address","address2","city","postal_code","country","customer_is_active","total_revenue_from_customer"
"Nelson","Christenson","nelson.christenson@sakilacustomer.org","1764 Jalib al-Shuyukh Parkway","","Santiago de Compostela","77642","Spain","Yes","62.84"
"Nicholas","Barfield","nicholas.barfield@sakilacustomer.org","1163 London Parkway","","Belm","6066","Brazil","Yes","140.69"
"Nicole","Peterson","nicole.peterson@sakilacustomer.org","57 Arlington Manor","","Shivapuri","48960","India","Yes","94.78"
"Nina","Soto","nina.soto@sakilacustomer.org","1519 Ilorin Place","","Palghat (Palakkad)","49298","India","Yes","96.79"
"Nora","Herrera","nora.herrera@sakilacustomer.org","1587 Loja Manor","","Salzburg","5410","Austria","Yes","113.74"
"Norma","Gonzales","norma.gonzales@sakilacustomer.org","152 Kitwe Parkway","","Bislig","53182","Philippines","Yes","71.81"
"Norman","Currier","norman.currier@sakilacustomer.org","1445 Carmen Parkway","","Cianjur","70809","Indonesia","Yes","73.76"
"Olga","Jimenez","olga.jimenez@sakilacustomer.org","556 Baybay Manor","","Ogbomosho","55802","Nigeria","Yes","108.76"
"Oscar","Aquino","oscar.aquino@sakilacustomer.org","956 Nam Dinh Manor","","Sirjan","21872","Iran","Yes","80.83"
"Pamela","Baker","pamela.baker@sakilacustomer.org","1440 Fukuyama Loop","","Nanyang","47929","China","Yes","91.79"
"Patricia","Johnson","patricia.johnson@sakilacustomer.org","1121 Loja Avenue","","San Bernardino","17886","United States","Yes","123.74"
"Patrick","Newsom","patrick.newsom@sakilacustomer.org","68 Ponce Parkway","","Hanoi","85926","Vietnam","Yes","83.77"
"Patsy","Davidson","patsy.davidson@sakilacustomer.org","816 Cayenne Parkway","","Portoviejo","93629","Ecuador","Yes","114.73"
"Paul","Trout","paul.trout@sakilacustomer.org","746 Joliet Lane","","Kursk","94878","Russian Federation","Yes","80.85"
"Paula","Bryant","paula.bryant@sakilacustomer.org","1697 Tanauan Lane","","Pathankot","22870","India","Yes","72.83"
"Pauline","Henry","pauline.henry@sakilacustomer.org","261 Saint Louis Way","","Torren","83401","Mexico","Yes","88.75"
"Pearl","Garza","pearl.garza@sakilacustomer.org","60 Poos de Caldas Street","","Jodhpur","82338","India","Yes","76.78"
"Pedro","Chestnut","pedro.chestnut@sakilacustomer.org","421 Yaound Street","","ostka","11363","Ukraine","Yes","97.78"
"Peggy","Myers","peggy.myers@sakilacustomer.org","733 Mandaluyong Place","","Abha","77459","Saudi Arabia","Yes","86.77"
"Penny","Neal","penny.neal@sakilacustomer.org","1675 Xiangfan Manor","","Kumbakonam","11763","India","No","56.84"
"Perry","Swafford","perry.swafford@sakilacustomer.org","773 Dallas Manor","","Quilmes","12664","Argentina","Yes","117.76"
"Peter","Menard","peter.menard@sakilacustomer.org","1217 Konotop Avenue","","Ede","504","Netherlands","Yes","103.78"
"Philip","Causey","philip.causey@sakilacustomer.org","954 Lapu-Lapu Way","","Korolev","8816","Russian Federation","Yes","115.71"
"Phillip","Holm","phillip.holm@sakilacustomer.org","102 Chapra Drive","","Tama","14073","Japan","Yes","93.76"
"Phyllis","Foster","phyllis.foster@sakilacustomer.org","832 Nakhon Sawan Manor","","Zalantun","49021","China","Yes","76.80"
"Priscilla","Lowe","priscilla.lowe@sakilacustomer.org","144 South Hill Loop","","Salamanca","2012","Mexico","Yes","130.72"
"Rachel","Barnes","rachel.barnes@sakilacustomer.org","586 Tete Way","","Kamakura","1079","Japan","Yes","73.81"
"Rafael","Abney","rafael.abney@sakilacustomer.org","48 Maracabo Place","","Talavera","1570","Philippines","Yes","91.81"
"Ralph","Madrigal","ralph.madrigal@sakilacustomer.org","1009 Zanzibar Lane","","Arecibo","64875","Puerto Rico","Yes","144.68"
"Ramon","Choate","ramon.choate@sakilacustomer.org","1954 Kowloon and New Kowloon Way","","Robamba","63667","Ecuador","Yes","135.70"
"Ramona","Hale","ramona.hale@sakilacustomer.org","951 Stara Zagora Manor","","Patiala","98573","India","Yes","103.77"
"Randall","Neumann","randall.neumann@sakilacustomer.org","1245 Ibirit Way","","La Romana","40926","Dominican Republic","Yes","85.80"
"Randy","Gaither","randy.gaither@sakilacustomer.org","1618 Olomouc Manor","","Kurgan","26385","Russian Federation","Yes","109.73"
"Raul","Fortier","raul.fortier@sakilacustomer.org","1747 Rustenburg Place","","Chapra","51369","India","Yes","86.82"
"Ray","Houle","ray.houle@sakilacustomer.org","740 Udaipur Lane","","Dzerzinsk","33505","Russian Federation","Yes","71.80"
"Raymond","Mcwhorter","raymond.mcwhorter@sakilacustomer.org","503 Sogamoso Loop","","Sumqayit","49812","Azerbaijan","Yes","108.75"
"Rebecca","Scott","rebecca.scott@sakilacustomer.org","61 Tama Street","","Kurashiki","94065","Japan","Yes","89.76"
"Regina","Berry","regina.berry@sakilacustomer.org","475 Atinsk Way","","Jinchang","59571","China","Yes","129.68"
"Reginald","Kinder","reginald.kinder@sakilacustomer.org","519 Brescia Parkway","","Madiun","69504","Indonesia","Yes","96.75"
"Rene","Mcalister","rene.mcalister@sakilacustomer.org","1895 Zhezqazghan Drive","","Garden Grove","36693","United States","Yes","101.76"
"Renee","Lane","renee.lane@sakilacustomer.org","533 al-Ayn Boulevard","","Compton","8862","United States","Yes","92.76"
"Rhonda","Kennedy","rhonda.kennedy@sakilacustomer.org","1749 Daxian Place","","Apeldoorn","11044","Netherlands","Yes","191.62"
"Ricardo","Meador","ricardo.meador@sakilacustomer.org","591 Sungai Petani Drive","","Okayama","46400","Japan","Yes","91.81"
"Richard","Mccrary","richard.mccrary@sakilacustomer.org","913 Coacalco de Berriozbal Loop","","Arlington","42141","United States","Yes","87.80"
"Rick","Mattox","rick.mattox@sakilacustomer.org","775 ostka Drive","","Mit Ghamr","22358","Egypt","Yes","120.75"
"Ricky","Shelby","ricky.shelby@sakilacustomer.org","722 Bradford Lane","","Junan","90920","China","Yes","78.77"
"Rita","Graham","rita.graham@sakilacustomer.org","1386 Yangor Avenue","","Toulon","80720","France","Yes","77.78"
"Robert","Baughman","robert.baughman@sakilacustomer.org","1883 Maikop Lane","","Kaliningrad","68469","Russian Federation","Yes","71.85"
"Roberta","Harper","roberta.harper@sakilacustomer.org","927 Barcelona Street","","Shahr-e Kord","65121","Iran","Yes","79.80"
"Roberto","Vu","roberto.vu@sakilacustomer.org","1297 Alvorada Parkway","","Yinchuan","11839","China","Yes","128.73"
"Robin","Hayes","robin.hayes@sakilacustomer.org","1913 Kamakura Place","","Jelets","97287","Russian Federation","Yes","101.77"
"Rodney","Moeller","rodney.moeller@sakilacustomer.org","1936 Lapu-Lapu Parkway","","Deba Habe","7122","Nigeria","Yes","97.78"
"Roger","Quintanilla","roger.quintanilla@sakilacustomer.org","381 Kabul Way","","Hsichuh","87272","Taiwan","Yes","144.66"
"Roland","South","roland.south@sakilacustomer.org","1993 0 Loop","","Yingkou","41214","China","Yes","80.77"
"Ron","Deluca","ron.deluca@sakilacustomer.org","1949 Sanya Street","","Isesaki","61244","Japan","Yes","99.78"
"Ronald","Weiner","ronald.weiner@sakilacustomer.org","1145 Vilnius Manor","","San Felipe del Progreso","73170","Mexico","Yes","93.79"
"Ronnie","Ricketts","ronnie.ricketts@sakilacustomer.org","1889 Valparai Way","","Ziguinchor","75559","Senegal","Yes","95.76"
"Rosa","Reynolds","rosa.reynolds@sakilacustomer.org","793 Cam Ranh Avenue","","Lancaster","87057","United States","Yes","129.72"
"Rose","Howard","rose.howard@sakilacustomer.org","698 Otsu Street","","Cayenne","71110","French Guiana","Yes","97.80"
"Rosemary","Schmidt","rosemary.schmidt@sakilacustomer.org","1215 Pyongyang Parkway","","Usak","25238","Turkey","Yes","134.69"
"Ross","Grey","ross.grey@sakilacustomer.org","951 Springs Lane","","Iligan","96115","Philippines","Yes","98.74"
"Roy","Whiting","roy.whiting@sakilacustomer.org","1658 Jastrzebie-Zdrj Loop","","Nyeri","96584","Kenya","Yes","139.72"
"Ruben","Geary","ruben.geary@sakilacustomer.org","414 Mandaluyong Street","","Lublin","16370","Poland","Yes","86.81"
"Ruby","Washington","ruby.washington@sakilacustomer.org","1952 Chatsworth Drive","","Meixian","25958","China","Yes","110.72"
"Russell","Brinson","russell.brinson@sakilacustomer.org","1642 Charlotte Amalie Drive","","Tychy","75442","Poland","Yes","132.65"
"Ruth","Martinez","ruth.martinez@sakilacustomer.org","1417 Lancaster Avenue","","Kimberley","72192","South Africa","Yes","98.82"
"Ryan","Salisbury","ryan.salisbury@sakilacustomer.org","1673 Tangail Drive","","Daugavpils","26857","Latvia","Yes","142.70"
"Sally","Pierce","sally.pierce@sakilacustomer.org","1540 Wroclaw Drive","","Chandrapur","62686","India","Yes","108.71"
"Salvador","Teel","salvador.teel@sakilacustomer.org","247 Jining Parkway","","Banjul","53446","Gambia","Yes","114.73"
"Sam","Mcduffie","sam.mcduffie@sakilacustomer.org","656 Matamoros Drive","","Sogamoso","19489","Colombia","Yes","105.78"
"Samantha","Duncan","samantha.duncan@sakilacustomer.org","146 Johannesburg Way","","Matamoros","54132","Mexico","Yes","71.77"
"Samuel","Marlow","samuel.marlow@sakilacustomer.org","604 Bern Place","","Ranchi","5373","India","Yes","75.80"
"Sandra","Martin","sandra.martin@sakilacustomer.org","360 Toulouse Parkway","","Southend-on-Sea","54308","United Kingdom","No","109.75"
"Sara","Perry","sara.perry@sakilacustomer.org","125 Citt del Vaticano Boulevard","","Atlixco","67912","Mexico","Yes","128.70"
"Sarah","Lewis","sarah.lewis@sakilacustomer.org","1780 Hino Boulevard","","Liepaja","7716","Latvia","Yes","106.73"
"Scott","Shelley","scott.shelley@sakilacustomer.org","587 Benguela Manor","","Aurora","91590","United States","Yes","60.82"
"Sean","Douglass","sean.douglass@sakilacustomer.org","614 Pak Kret Street","","Addis Abeba","27796","Ethiopia","Yes","91.77"
"Sergio","Stanfield","sergio.stanfield@sakilacustomer.org","1402 Zanzibar Boulevard","","Celaya","71102","Mexico","Yes","102.76"
"Seth","Hannon","seth.hannon@sakilacustomer.org","1759 Niznekamsk Avenue","","al-Manama","39414","Bahrain","Yes","108.76"
"Shane","Millard","shane.millard@sakilacustomer.org","184 Mandaluyong Street","","La Paz","94239","Mexico","Yes","95.78"
"Shannon","Freeman","shannon.freeman@sakilacustomer.org","117 Boa Vista Way","","Varanasi (Benares)","6804","India","Yes","97.77"
"Sharon","Robinson","sharon.robinson@sakilacustomer.org","1688 Okara Way","","Mardan","21954","Pakistan","Yes","103.73"
"Shawn","Heaton","shawn.heaton@sakilacustomer.org","1337 Mit Ghamr Avenue","","Nakhon Sawan","29810","Thailand","Yes","142.69"
"Sheila","Wells","sheila.wells@sakilacustomer.org","848 Tafuna Manor","","Ktahya","45142","Turkey","No","57.86"
"Shelly","Watts","shelly.watts@sakilacustomer.org","32 Pudukkottai Lane","","Dayton","38834","United States","Yes","105.77"
"Sherri","Rhodes","sherri.rhodes@sakilacustomer.org","922 Vila Velha Loop","","Ahmadnagar","4085","India","Yes","99.74"
"Sherry","Marshall","sherry.marshall@sakilacustomer.org","1987 Coacalco de Berriozbal Loop","","Shubra al-Khayma","96065","Egypt","Yes","139.69"
"Shirley","Allen","shirley.allen@sakilacustomer.org","217 Botshabelo Place","","Davao","49521","Philippines","Yes","123.70"
"Sidney","Burleson","sidney.burleson@sakilacustomer.org","1405 Hagonoy Avenue","","Czestochowa","86587","Poland","Yes","100.76"
"Sonia","Gregory","sonia.gregory@sakilacustomer.org","1279 Udine Parkway","","Benin City","75860","Nigeria","Yes","108.78"
"Stacey","Montgomery","stacey.montgomery@sakilacustomer.org","1333 Haldia Street","","Fuyu","82161","China","Yes","146.67"
"Stacy","Cunningham","stacy.cunningham@sakilacustomer.org","1410 Benin City Parkway","","Pereira","29747","Colombia","Yes","95.78"
"Stanley","Scroggins","stanley.scroggins@sakilacustomer.org","1266 Laredo Parkway","","Omiya","7664","Japan","Yes","133.71"
"Stella","Moreno","stella.moreno@sakilacustomer.org","1473 Changhwa Parkway","","Coacalco de Berriozbal","75933","Mexico","Yes","88.81"
"Stephanie","Mitchell","stephanie.mitchell@sakilacustomer.org","42 Brindisi Place","","Yerevan","16744","Armenia","Yes","118.75"
"Stephen","Qualls","stephen.qualls@sakilacustomer.org","1838 Tabriz Lane","","Dhaka","1195","Bangladesh","Yes","107.74"
"Steve","Mackenzie","steve.mackenzie@sakilacustomer.org","154 Oshawa Manor","","Probolinggo","72771","Indonesia","Yes","152.68"
"Steven","Curley","steven.curley@sakilacustomer.org","651 Pathankot Loop","","Miraj","59811","India","Yes","80.81"
"Sue","Peters","sue.peters@sakilacustomer.org","817 Bradford Loop","","Changzhou","89459","China","Yes","133.68"
"Susan","Wilson","susan.wilson@sakilacustomer.org","478 Joliet Way","","Hamilton","77948","New Zealand","Yes","85.77"
"Suzanne","Nichols","suzanne.nichols@sakilacustomer.org","456 Escobar Way","","Jakarta","36061","Indonesia","Yes","94.76"
"Sylvia","Ortiz","sylvia.ortiz@sakilacustomer.org","241 Mosul Lane","","Dos Quebradas","76157","Colombia","Yes","134.70"
"Tamara","Nguyen","tamara.nguyen@sakilacustomer.org","356 Olomouc Manor","","Anpolis","93323","Brazil","Yes","93.75"
"Tammy","Sanders","tammy.sanders@sakilacustomer.org","1551 Rampur Lane","","Changhwa","72394","Taiwan","Yes","149.61"
"Tanya","Gilbert","tanya.gilbert@sakilacustomer.org","647 A Corua (La Corua) Street","","Naju","36971","South Korea","Yes","138.69"
"Tara","Ryan","tara.ryan@sakilacustomer.org","1688 Nador Lane","","Gorontalo","61613","Indonesia","Yes","87.81"
"Ted","Breaux","ted.breaux@sakilacustomer.org","183 Haiphong Street","","Baicheng","69953","China","Yes","109.73"
"Teresa","Rogers","teresa.rogers@sakilacustomer.org","1964 Allappuzha (Alleppey) Street","","Iwakuni","48980","Japan","Yes","114.74"
"Terrance","Roush","terrance.roush@sakilacustomer.org","42 Fontana Avenue","","Szkesfehrvr","14684","Hungary","No","111.71"
"Terrence","Gunderson","terrence.gunderson@sakilacustomer.org","844 Bucuresti Place","","Jinzhou","36603","China","Yes","110.71"
"Terri","Vasquez","terri.vasquez@sakilacustomer.org","1304 s-Hertogenbosch Way","","Blumenau","10925","Brazil","Yes","126.73"
"Terry","Carlson","terry.carlson@sakilacustomer.org","752 Ondo Loop","","Miyakonojo","32474","Japan","Yes","116.74"
"Terry","Grissom","terry.grissom@sakilacustomer.org","619 Hunuco Avenue","","Matsue","81508","Japan","Yes","68.81"
"Thelma","Murray","thelma.murray@sakilacustomer.org","1175 Tanauan Way","","Lima","64615","Peru","Yes","120.70"
"Theodore","Culp","theodore.culp@sakilacustomer.org","1704 Tambaram Manor","","Uluberia","2834","India","No","109.72"
"Theresa","Watson","theresa.watson@sakilacustomer.org","89 Allappuzha (Alleppey) Manor","","Taguig","75444","Philippines","Yes","88.73"
"Thomas","Grigsby","thomas.grigsby@sakilacustomer.org","1191 Sungai Petani Boulevard","","Kansas City","9668","United States","Yes","81.81"
"Tiffany","Jordan","tiffany.jordan@sakilacustomer.org","804 Elista Drive","","Enshi","61069","China","Yes","49.88"
"Tim","Cary","tim.cary@sakilacustomer.org","1257 Guadalajara Street","","Bijapur","33599","India","Yes","154.66"
"Timothy","Bunn","timothy.bunn@sakilacustomer.org","981 Kumbakonam Place","","Braslia","87611","Brazil","Yes","72.82"
"Tina","Simmons","tina.simmons@sakilacustomer.org","984 Effon-Alaiye Avenue","","Goinia","17119","Brazil","Yes","122.74"
"Todd","Tan","todd.tan@sakilacustomer.org","1793 Meixian Place","","Kamjanets-Podilskyi","33535","Ukraine","Yes","109.72"
"Tom","Milner","tom.milner@sakilacustomer.org","535 Ahmadnagar Manor","","Abu Dhabi","41136","United Arab Emirates","Yes","99.71"
"Tommy","Collazo","tommy.collazo@sakilacustomer.org","76 Kermanshah Manor","","Qomsheh","23343","Iran","Yes","183.63"
"Toni","Holt","toni.holt@sakilacustomer.org","1936 Cuman Avenue","","Roanoke","61195","United States","Yes","73.83"
"Tony","Carranza","tony.carranza@sakilacustomer.org","454 Patiala Lane","","Koriyama","13496","Japan","Yes","62.81"
"Tonya","Chapman","tonya.chapman@sakilacustomer.org","43 Dadu Avenue","","Bhilwara","4855","India","Yes","147.71"
"Tracey","Barrett","tracey.barrett@sakilacustomer.org","1006 Santa Brbara dOeste Manor","","Owo","36229","Nigeria","Yes","103.77"
"Tracy","Cole","tracy.cole@sakilacustomer.org","1002 Ahmadnagar Manor","","Huixquilucan","93026","Mexico","Yes","126.72"
"Tracy","Herrmann","tracy.herrmann@sakilacustomer.org","1074 Sanaa Parkway","","Loja","22474","Ecuador","Yes","118.75"
"Travis","Estep","travis.estep@sakilacustomer.org","289 Santo Andr Manor","","al-Qatif","72410","Saudi Arabia","Yes","91.78"
"Troy","Quigley","troy.quigley@sakilacustomer.org","983 Santa F Way","","Vancouver","47472","Canada","Yes","126.73"
"Tyler","Wren","tyler.wren@sakilacustomer.org","1060 Tandil Lane","","Rizhao","72349","China","Yes","82.81"
"Tyrone","Asher","tyrone.asher@sakilacustomer.org","191 Jos Azueta Parkway","","Ruse","13629","Bulgaria","Yes","112.76"
"Valerie","Black","valerie.black@sakilacustomer.org","782 Mosul Street","","Brockton","25545","United States","Yes","116.75"
"Vanessa","Sims","vanessa.sims@sakilacustomer.org","1792 Valle de la Pascua Place","","Siegen","15540","Germany","Yes","86.81"
"Velma","Lucas","velma.lucas@sakilacustomer.org","1155 Liaocheng Place","","Effon-Alaiye","22650","Nigeria","Yes","96.76"
"Vera","Mccoy","vera.mccoy@sakilacustomer.org","1168 Najafabad Parkway","","Kabul","40301","Afghanistan","Yes","67.82"
"Vernon","Chapa","vernon.chapa@sakilacustomer.org","698 Jelets Boulevard","","Denizli","2596","Turkey","Yes","81.83"
"Veronica","Stone","veronica.stone@sakilacustomer.org","369 Papeete Way","","Greensboro","66639","United States","Yes","115.70"
"Vicki","Fields","vicki.fields@sakilacustomer.org","68 Molodetno Manor","","Witten","4662","Germany","Yes","91.78"
"Vickie","Brewer","vickie.brewer@sakilacustomer.org","1966 Tonghae Street","","Halle/Saale","36481","Germany","Yes","100.75"
"Victor","Barkley","victor.barkley@sakilacustomer.org","401 Sucre Boulevard","","Manchester","25007","United States","Yes","85.78"
"Victoria","Gibson","victoria.gibson@sakilacustomer.org","544 Malm Parkway","","Pemalang","63502","Indonesia","Yes","106.74"
"Vincent","Ralston","vincent.ralston@sakilacustomer.org","397 Sunnyvale Avenue","","Allende","55566","Mexico","Yes","96.77"
"Viola","Hanson","viola.hanson@sakilacustomer.org","582 Papeete Loop","","Lapu-Lapu","27722","Philippines","Yes","122.70"
"Violet","Rodriquez","violet.rodriquez@sakilacustomer.org","1912 Allende Manor","","Kowloon and New Kowloon","58124","Hong Kong","Yes","104.76"
"Virgil","Wofford","virgil.wofford@sakilacustomer.org","760 Miyakonojo Drive","","Jos Azueta","64682","Mexico","Yes","97.75"
"Virginia","Green","virginia.green@sakilacustomer.org","391 Callao Drive","","Toulouse","34021","France","Yes","118.70"
"Vivian","Ruiz","vivian.ruiz@sakilacustomer.org","741 Ambattur Manor","","s-Hertogenbosch","43310","Netherlands","Yes","80.80"
"Wade","Delvalle","wade.delvalle@sakilacustomer.org","1331 Usak Boulevard","","Lausanne","61960","Switzerland","Yes","83.78"
"Wallace","Slone","wallace.slone@sakilacustomer.org","1342 Sharja Way","","Sokoto","93655","Nigeria","Yes","97.78"
"Walter","Perryman","walter.perryman@sakilacustomer.org","1909 Benguela Lane","","Xinxiang","19913","China","Yes","95.76"
"Wanda","Patterson","wanda.patterson@sakilacustomer.org","1740 Portoviejo Avenue","","Sincelejo","29932","Colombia","Yes","137.72"
"Warren","Sherrod","warren.sherrod@sakilacustomer.org","1621 Tongliao Avenue","","Usolje-Sibirskoje","22173","Russian Federation","Yes","152.69"
"Wayne","Truong","wayne.truong@sakilacustomer.org","1049 Matamoros Parkway","","Gulbarga","69640","India","Yes","70.81"
"Wendy","Harrison","wendy.harrison@sakilacustomer.org","1107 Nakhon Sawan Avenue","","Nezahualcyotl","75149","Mexico","Yes","86.73"
"Wesley","Bull","wesley.bull@sakilacustomer.org","1469 Plock Lane","","Ourense (Orense)","95835","Spain","Yes","158.65"
"Willard","Lumpkin","willard.lumpkin@sakilacustomer.org","1819 Alessandria Loop","","Carmen","53829","Mexico","Yes","95.79"
"William","Satterfield","william.satterfield@sakilacustomer.org","687 Alessandria Parkway","","Sanaa","57587","Yemen","Yes","70.81"
"Willie","Howell","willie.howell@sakilacustomer.org","1244 Allappuzha (Alleppey) Place","","Vicente Lpez","20657","Argentina","Yes","100.75"
"Willie","Markham","willie.markham@sakilacustomer.org","1623 Kingstown Drive","","Almirante Brown","91299","Argentina","Yes","85.78"
"Wilma","Richards","wilma.richards@sakilacustomer.org","660 Jedda Boulevard","","Bellevue","25053","United States","Yes","91.80"
"Yolanda","Weaver","yolanda.weaver@sakilacustomer.org","605 Rio Claro Parkway","","Tabora","49348","Tanzania","Yes","102.75"
"Yvonne","Watkins","yvonne.watkins@sakilacustomer.org","1848 Salala Boulevard","","Ocumare del Tuy","25220","Venezuela","Yes","81.81"
"Zachary","Hite","zachary.hite@sakilacustomer.org","98 Pyongyang Boulevard","","Akron","88749","United States","Yes","134.71"
